,text,pred,rob_label,score
7735,"""I just ignore them, like they do me."" -Jamiel Shaw, whose son was killed by illegal immigrant, reacts to Dems booing Trump over immigration https://t.co/z7bqGUzKyR",0,NEGATIVE,0.99832135
7736,Just now on @foxandfriends Obama State Dept spokesperson Marie Harf gave @realDonaldTrump an A for his speech.,1,POSITIVE,0.9986726
7737,The Doocys in DC #HesTall @ United States Capitol https://t.co/KgwSRaDV44,0,NEGATIVE,0.99246985
7738,"""I think it will be a very visionary speech."" @NewtGingrich on @POTUS' address to Congress https://t.co/OSAGGD5Tz8",1,POSITIVE,0.99865925
7739,Tomorrow on foxandfriends our exclusive @realdonaldtrump @potus interview from the White House 6… https://t.co/smM313TRMQ,1,POSITIVE,0.99618584
7740,"Well, not since January 20th anyhow. https://t.co/DgmfUjTmm0",0,NEGATIVE,0.98315376
7741,For the record @nytimes @grynbaum can't even get where I was born right and failed to ask https://t.co/hIb3QFxK6P,0,NEGATIVE,0.999462
7742,.@RandPaul Fires Back After Being Called Trump's 'Most Loyal Stooge' @foxandfriends @SteveDoocy https://t.co/xk6nOq45SL https://t.co/9cana78fdY,0,NEGATIVE,0.99045235
7743,"Remembering @AlanColmes who passed away at 66, a funny, smart, passionate broadcaster who was beloved by all. Rest In Peace, Alan",1,POSITIVE,0.9985659
7744,"Great job, Steve! https://t.co/O3ama8nHkJ",1,POSITIVE,0.99860877
7745,@Phalingo @KevinJames @foxandfriends funny to me too!,1,POSITIVE,0.99805385
7746,Friday wasi big for @foxandfriends - hour three was just 0.02 points short of Hannity! Congrats @SteveDoocy @ainsleyearhardt @kilmeade,1,POSITIVE,0.9987294
7747,"Wait, what? https://t.co/3qPLtKcJUk",0,NEGATIVE,0.99807745
7748,".@PressSec says president ""has a healthy respect for the press,"" but believes some outlets ""have gone out of their way to not be accurate."" https://t.co/QkQTuIkaSm",0,NEGATIVE,0.9949399
7749,.@BrianMastFL on 'post-election stress disorder': There's no comparison between what happens on the battlefield &amp; being pissed about things https://t.co/SZTqgxlUqw,0,NEGATIVE,0.9958425
7750,Remembering Fox News Channel's Brenda Buttner https://t.co/MGqzDE2Pa0,0,NEGATIVE,0.9902305
7751,Here's the tail end of @TeamCavuto remembrance of @brendabuttner https://t.co/aS5aOgcA9A,1,POSITIVE,0.9955906
7752,Being Pulled on Stage by @realDonaldTrump Was 'Dream Come True' for Florida Man @foxandfriends https://t.co/0910Zb9Iyb https://t.co/4QLLwQj55Y,1,POSITIVE,0.9967834
7753,"When Obama’s National Security Advisor Lied, Media Laughed https://t.co/kNsP853yU0",0,NEGATIVE,0.9985391
7754,Kicking off our weekend with @LoriLoughlin! #betterwithfriends https://t.co/CA6sLXyDZT https://t.co/yKYqpF8fFG,1,POSITIVE,0.99869806
7755,"I'm sorry, this IS a laughing matter. https://t.co/LJSnswIBCo",0,NEGATIVE,0.9984649
7756,Trump isn't playing by the liberal media's rules. They're melting down because he's helping expose what little power they actually have.,0,NEGATIVE,0.9934462
7757,"Well said, Joe: Perhaps, the press needs to re-legitimize itself. https://t.co/MdzbicWsh1",0,NEGATIVE,0.94983095
7758,"CNN reporter to Trump: ""Just for the record, I don't hate you"" https://t.co/sgzKEz2jcN https://t.co/hoU2g1oJhH",1,POSITIVE,0.98922855
7759,WHITE HOUSE BRIEFING BACKLASH: Liberal media claims they don't get called on | @edhenry https://t.co/XFvaiT94Ry,0,NEGATIVE,0.99832475
7760,I’m always amused by how liberals who brag about being open-minded don’t have a clue about how close-minded they actually are.,0,NEGATIVE,0.99835527
7761,.@michellemalkin: There are a lot of squirrels distracting us from things that are really important https://t.co/BlbjiN9rrF,0,NEGATIVE,0.9929386
7762,.@michellemalkin: The idea that it is unprecedented chaos at the WH now...where were these people when four Obama nominees withdrew?! https://t.co/FfZhIhN4nK,0,NEGATIVE,0.9986242
7763,Remember when TIME put the Trump “meltdown” on the cover twice and then he won https://t.co/jPHEzOxw6N,0,NEGATIVE,0.98709136
7764,31 years ago on #valentinesday I proposed and Kathy Gerrity said YES! This picture was at that… https://t.co/tcuHlQjZA5,1,POSITIVE,0.9984686
7765,#ICYMI @WaysandMeansGOP Chairman discussed our #BetterWay tax reform blueprint with @SteveDoocy on Friday. https://t.co/HbqWPoNDkg,1,POSITIVE,0.9981472
7766,"ICYMI @repkevinbrady joined @stevedoocy to explain the 3 pillars of the #BetterWay tax reform Blueprint: growth, simplicity, and service. https://t.co/wodrJOqHHW",1,POSITIVE,0.9985146
7767,"Doocy &amp; Doocy Snow Shoveling Company just wrapped up for the night, now the big question,… https://t.co/OgaV6PPaZz",1,POSITIVE,0.98326117
7768,Happy Birthday President Reagan https://t.co/AGIsbltmsI,1,POSITIVE,0.99860036
7769,Oh good God... https://t.co/Zey31g4gbf,0,NEGATIVE,0.99273527
7770,"@onsideline I think I said most Super Bowl MVPs, four #wow",1,POSITIVE,0.997646
7771,Morning y'all from Texas and #superbowl51 watch foxandfriends NOW #houston @ Discovery Green https://t.co/q4OVEbI5aw,1,POSITIVE,0.99838656
7772,Saturday on foxandfriends @heatherfoxnews janicedeanfnc and I go to NASA in Houston and fly a… https://t.co/thqlAQFqEh,1,POSITIVE,0.9983205
7773,Don't know about you but I am going to boycott Nordstrom..They dumped Ivanka so we dump them..Simple.@IvankaTrump,0,NEGATIVE,0.9993549
7774,"Thanks Texas, for the great welcome by Governor Abbott and the Jersey Village HS Marching Band!… https://t.co/GxklHieqxX",1,POSITIVE,0.9987515
7775,Congratulations to @JaniceDean​ the 'Weather Machine' on being inducted into the Meteorologist Hall of Fame! #betterwithfriends https://t.co/Ofpps96VoJ,1,POSITIVE,0.9986819
7776,@BHare80 @ainsleyearhardt @kilmeade thanks Brian!,1,POSITIVE,0.9983721
7777,@BHare80 @ainsleyearhardt @kilmeade,1,POSITIVE,0.9817518
7778,.@tedcruz: The Democrats are angry and in denial. They don't believe the election results. I jokingly call it 'Trump Derangement Syndrome.' https://t.co/Jizmab3eH6,0,NEGATIVE,0.99733627
7779,New definition of masochism: Press continues to attend The Sean Spicer Show so he can shame them and beat them with a mallet.,0,NEGATIVE,0.9983981
7780,"Great point on Gorsuch, Jim! https://t.co/0lmjzpeLbH",1,POSITIVE,0.9977102
7781,Byron York: Dems escalate anti-Trump offensive https://t.co/7Upe0n7hZl via @DCExaminer,0,NEGATIVE,0.99718434
7782,Judge Gorsuch is someone who has built a reputation of being a principled constitutionalist judge. https://t.co/8IFkWshhCF,1,POSITIVE,0.9983346
7783,TOBI YOUNG: What you see is what you get with Judge Gorsuch. He doesn't put personal preferences in place. https://t.co/nT6gdQ5uan,1,POSITIVE,0.9986918
7784,ART OF THE APOLOGY: Is it time for Americans to say sorry to each other and unite? | @tomkersting https://t.co/9lkWlkDqVa,1,POSITIVE,0.9965445
7785,Family Feud! Woodhouse Brothers Clash over @realDonaldTrump's Immigration Ban @SteveDoocy @foxandfriends https://t.co/orPZp1uB5p https://t.co/Dl1dQWqTAQ,0,NEGATIVE,0.99551564
7786,"Gatlin's bizarre cooking segment! Larry's King Ranch enchiladas recipe? ""This is a mixture of some stuff &amp; some other stuff!"" Seriously! https://t.co/L8X9rsGoTv",0,NEGATIVE,0.999349
7787,@JeniCoppage that makes sense!,1,POSITIVE,0.9970021
7788,@SusanMainSt Thank you!,1,POSITIVE,0.9986719
7789,I Applaud The President’s Immigration Actions via @gopoversight https://t.co/XAjhIoW8Zh,1,POSITIVE,0.9985959
7790,"She was TV's best, Rest In Peace, Mary Tyler Moore https://t.co/Fpg3GWK9YU",1,POSITIVE,0.99835026
7791,"""Before I even got the chance to sit down in my seat, she just went off!"" -Scott Koteskey opens up about being berated for supporting Trump https://t.co/3zMmmWlguD",0,NEGATIVE,0.99904054
7792,".@CLewandowski_: Every time the president has the opportunity to talk to people in small groups, they walk away feeling optimistic https://t.co/Pr20VeuVUL",1,POSITIVE,0.99855524
7793,Just Now: @realdonaldtrump mtg w/ union members at WH causing more tremors among the Democrat Dinosaurs.,0,NEGATIVE,0.99185264
7794,"Spicer explained his ""largest audience"" ever crowd claim by saying he was counting all --&gt; in person, on tv, online, etc. As I suspected.",0,NEGATIVE,0.9917164
7795,"Problem with labeling Spicer crowd claims a ""lie"" is it's impossible to know size of ""worldwide"" audience for Trump inauguration.",0,NEGATIVE,0.9988596
7796,"@tedmandel @ainsleyearhardt @briankilmeade Happy Birthday, Ted's wife!",1,POSITIVE,0.99876946
7797,"I was in the building at the bottom of picture on right yesterday. Shot was taken early, area was considerably fuller by time of speech. https://t.co/bzhWjm4alC",1,POSITIVE,0.9930054
7798,Trump is supporting *every* woman by creating an economy where we can support ourselves for a change. #urwelcome #govtisntdaddy https://t.co/BbwuMbM0LK,1,POSITIVE,0.99867606
7799,At the Liberty Ball Gala with my daughter @MaryDoocy as we await @realdonaldtrump #potus45 @… https://t.co/MDk07Rhsn1,1,POSITIVE,0.99798274
7800,"My post for the Inaugural, who's ready for #POTUS45 @realdonaldtrump ? @ United States Capitol https://t.co/3GUONxYgan",1,POSITIVE,0.9982089
7801,"FIVE HOURS to @realdonaldtrump #potus45 tune into foxandfriends NOW @ The Capitol, Washington D.C. https://t.co/1Ck60gNiNH",0,NEGATIVE,0.9906525
7802,"John, you are awesome, thank you for spending an hour with us! https://t.co/gUzgS4cNSs",1,POSITIVE,0.99884737
7803,"Video: @SteveDoocy hits the streets of DC with “Donald Trump” i.e. @Johnnyd23 
https://t.co/cTsf33x1No https://t.co/KaqeRtFtjo",0,NEGATIVE,0.9964242
7804,"Some Democratic Congressmen don't think @realdonaldtrump is legit, but the Smithsonian does,… https://t.co/U152tnf33b",1,POSITIVE,0.9873767
7805,Just got tour of inaugural activities INSIDE the US Capitol with D.C. Doocy @MaryDoocy @ The… https://t.co/5c1g3qjh1M,1,POSITIVE,0.9975496
7806,.@edreform president Jeanne Allen sounds off on teachers unions effort to discredit Betsy Devos and her push for school choice https://t.co/6eqQ63zeTH,0,NEGATIVE,0.99745345
7807,WOW! Watch mentalist @LiorSuchard read our minds! https://t.co/Vhkbz8iaX0,1,POSITIVE,0.9862584
7808,#aftertheshowshow cold and flu season comes to the curvy couch! @SteveDoocy @ainsleyearhardt @foxandfriends https://t.co/hz2wiF68aO https://t.co/gWzUhulLJH,1,POSITIVE,0.9958981
7809,"Dr. King - I am forever grateful and amazed by your heart for God, your wisdom, and your… https://t.co/suZIoROA6t",1,POSITIVE,0.99868304
7810,"""As patriots, we have to keep an eye on everybody... "" @BikersForTrump vows to defend Trump’s inauguration https://t.co/JEcpMav8pM",1,POSITIVE,0.998169
7811,"Ready, Set, Go, @RogerJStoneJr releases his latest book, ""The Making of the President 2016"", How @realDonaldTrump orchestrated a Revolution"" https://t.co/emk7Cfo5fX",1,POSITIVE,0.99443144
7812,"What's so funny about the ""hacking"" charade is everybody's ignoring the lawbreakers who welcomed it with illegal servers and idiot passwords",0,NEGATIVE,0.9946314
7813,We'll be watching! https://t.co/DGjscFx5sB,1,POSITIVE,0.9983135
7814,What should actually happen is that anyone associated with its fabrication should be barred from the WH press room https://t.co/Das2kDGq3h,0,NEGATIVE,0.99911815
7815,"@RobertGBeckel Welcome back, Bob!",1,POSITIVE,0.99861604
7816,".@JudgeJeanine: As we get into this administration people will see that it's those who are with America, with the President who will succeed https://t.co/JerZIgSeoD",1,POSITIVE,0.9628554
7817,"There's little difference betw what Trump is doing 2 CNN and what Obama did 2 FOX, except MSM is in uproar now. Defense of FOX was isolated.",0,NEGATIVE,0.9964564
7818,.@GovChristie: Sessions is a great person with the backbone needed to be Attorney General. Everything being thrown at him is just theater. https://t.co/xT5EZ262yh,1,POSITIVE,0.9985865
7819,Look what we just got our hands on this morning. Can't wait to read it @BretBaier Proud of u @foxandfriends @SteveDoocy @FoxNews #foxnews https://t.co/04gearsu2X,1,POSITIVE,0.99863786
7820,"@KevinMcCarthyTV @foxandfriends Kevin, I just watched it again today, after we chatted, it's a GREAT movie",1,POSITIVE,0.99879414
7821,".@JudgeJeanine: Chicago Facebook Live Video Attackers 'Have No Remorse'
https://t.co/XH4NRxtDVR",0,NEGATIVE,0.99612355
7822,"Trump to NYT on attention to Russian campaign hacks: ""This is a political witch hunt.” https://t.co/K1iBTROvFc",0,NEGATIVE,0.9981025
7823,"""If it works, I’m for it,"" says Pres Obama of health care system GOP will offer. Cites factors as coverage, cost, Rx drugs. https://t.co/cokmTjbpHO",1,POSITIVE,0.9965274
7824,Happy 72nd wedding anniversary to George and Barbara Bush. The couple married in 1945. https://t.co/AVXDwYZJDd,1,POSITIVE,0.9987078
7825,"1. Without wishing to draw more attention to Trump tweets, I do think that the only framing for him that works is as a media organization",0,NEGATIVE,0.9925137
7826,@maruzarael @KevinMcCarthyTV @foxandfriends My pleasure!,1,POSITIVE,0.99849933
7827,@drewpusateri @FoxNews she doesn't work for Fox...,0,NEGATIVE,0.997233
7828,About to go LIVE with @SteveDoocy on @foxandfriends to discuss my healthcare bill. Tune into @FoxNews to watch.,1,POSITIVE,0.9982953
7829,"@LukeLclaw that's the joke, Luke!",0,NEGATIVE,0.9938337
7830,.@TuckerCarlson: No Reason for Assange to Lie About WikiLeaks Source @foxandfriends https://t.co/nbaftrqpgc https://t.co/PLSTbPMOzl,0,NEGATIVE,0.9911136
7831,WATCH: What Would Bobby Bowden Tell Colin Kaepernick About Anthem Protest? @TheBobbyBowden https://t.co/wFBd0LCStj https://t.co/BBk9DTU6CC,0,NEGATIVE,0.99374413
7832,".@kilmeade, @stevedoocy and @ainsleyearhardt wish all of you a Happy New Year! Can you guess their resolutions? #FoxNews2017 https://t.co/VyTkWo9sW8",1,POSITIVE,0.9982102
7833,@bill67410 The end of an era...,0,NEGATIVE,0.98455185
7834,@bill67410 Are they tearing it down?,0,NEGATIVE,0.9989674
7835,"This is 2016 card. From our family to yours, Merry Christmas 🎄🎄🎄 @ Rainbow Room https://t.co/BRW0gEwdIG",1,POSITIVE,0.99873906
7836,@monsterrockpitt Yes!,1,POSITIVE,0.99789333
7837,TFW when Santa gets you your very first hairbrush. @pdoocy @SteveDoocy https://t.co/PiHLYrzXgB,1,POSITIVE,0.990194
7838,Through the years the Doocy house on Christmas morning has been a noisy place 🎄🎄🎄 https://t.co/DTu3i4nvYK,1,POSITIVE,0.98844355
7839,"Video: @EWErickson was never Trump, but says it’s time to give the Prez-elect benefit of the doubt… w/ @SteveDoocy 
https://t.co/Dw87t3flXZ https://t.co/IjB1SqtD4f",1,POSITIVE,0.9942425
7840,"Great seeing  you AGAIN, Michael! Merry Christmas 🎄🎄🎄 https://t.co/lo2vP0LkFB",1,POSITIVE,0.99883914
7841,"Okay, mine, busted! https://t.co/8H83sAvqNg",0,NEGATIVE,0.9984157
7842,.@newtgingrich on the Electoral College: A football team can have more yards and lose the game. What matters is how many points you score. https://t.co/5oULOeD68E,1,POSITIVE,0.9912318
7843,YOU'RE FIRED: Sen. Chuck Schumer (D-NY) fires staffers following election losses https://t.co/n32R2ep0Sa,0,NEGATIVE,0.99819636
7844,"Bret, wear that to work tonight! https://t.co/FiGPZMGtvr",1,POSITIVE,0.9978777
7845,GIULIANI: No one but American citizens have a right to come into the U.S. It is a privilege. https://t.co/hwHr1PISRW,1,POSITIVE,0.9909975
7846,This was an effort to destabilize the Electoral College. Effort to create chaos.   https://t.co/vKpoCKhDeN @SenatorSessions #votingrights,0,NEGATIVE,0.99879587
7847,".@HowieCarrShow: The motto for liberals trying to change the election results is, 'If at first you don't succeed, cry, cry again"" https://t.co/NBT2BZAtwN",0,NEGATIVE,0.99715084
7848,".@ElectionLawCtr calls threats to Trump electors ""political terrorism"" https://t.co/2kxEl7pnbs",0,NEGATIVE,0.9978357
7849,.@IngrahamAngle: The U.S. is barely able to keep ahead of the problem of legal immigrants without what we're seeing in Europe https://t.co/GhyRRBFdKQ,0,NEGATIVE,0.99640954
7850,Lean Forward! https://t.co/2nNMcK3i3Q,1,POSITIVE,0.9980085
7851,Thank you @foxandfriends and a very special thank you to @PeteHegseth @HeatherNauert @SteveDoocy for sharing @DogTagBrewing message https://t.co/zgj7iLeh2w,1,POSITIVE,0.99866134
7852,"501(c) (3) Non-Profit Inspiring Patriotism, Providing Service Dogs &amp; Veteran Advocacy https://t.co/CNFD3pPWtH @SteveDoocy Please Help Us. https://t.co/d4uk27MKj9",1,POSITIVE,0.99716234
7853,GOP elector @RobertSGraham tells us he has been followed home multiple times as people try to intimidate him into not voting for Mr. Trump https://t.co/VHDgJeVreC,0,NEGATIVE,0.99843305
7854,GOP elector @RobertSGraham: President Obama should tell people trying to intimidate Electoral College voters to stand down https://t.co/n5LTN9KkcY,0,NEGATIVE,0.99795425
7855,"I see Donald Brazile, who secretly passed along CNN's questions, is furious that Russian hackers passed along secret, private information.",0,NEGATIVE,0.996389
7856,Hmmmm... https://t.co/1RgzwCCg6J,0,NEGATIVE,0.9863606
7857,Fox News Poll: 43% of American feel less safe since President #Obama took office. https://t.co/bP5XKnIpI7 https://t.co/CwxUDHLXsE,0,NEGATIVE,0.99597013
7858,"New York Times to vacate ""at least eight floors"" in Manhattan headquarters https://t.co/gIMgiQso7N via @politico_media https://t.co/jUe3XxKt1I",0,NEGATIVE,0.9959758
7859,Scott Baio's Wife Says His Attacker is a Crazy Lady https://t.co/6PFeM6Rs1O Whose side are you on?,0,NEGATIVE,0.99625117
7860,Looks like the celebrated faithless elector from Texas phonied up his resume. Good reporting by WFAA here. https://t.co/ho8XHBnCYl,0,NEGATIVE,0.99742913
7861,"Lauren, you're great! https://t.co/Mof7Q9swli",1,POSITIVE,0.9985039
7862,Who's the king of pins? Watch @SteveDoocy and @PeteHegseth face off at the 'FOX &amp; Friends' Christmas party! #betterwithfriends https://t.co/VASfD45Hbr,1,POSITIVE,0.9984665
7863,Christmas parties are better with friends! 🎄🍺🍾🇺🇸 @ Bowlmor Lanes 44th st https://t.co/rjT7isCA6f,1,POSITIVE,0.9986258
7864,"Yeah, definitely cool to make fun of a child for coming in second place on a reality show... https://t.co/JyysWwMXuQ",1,POSITIVE,0.9830819
7865,".@SteveAmerson leads @SteveDoocy, @HeatherNauert and @AinsleyEarhardt in the singing of ""Winter Wonderland"" https://t.co/dNekncrTDV",1,POSITIVE,0.9979619
7866,.@RCamposDuffy: We haven't a presidential stage decorated for Christmas in a long time. It's a return to our national identity. https://t.co/r0ae6E1PwW,1,POSITIVE,0.9986949
7867,Couldn't be more excited and humbled to officially join the @foxandfriends family as co-host of Fox and Friends Weekend! A fun ride ahead!,1,POSITIVE,0.9988885
7868,"""How are we the country that took the beaches of Normandy if we need a therapy dog every time things don't go our way?"" – @IngrahamAngle https://t.co/fWe83MZK6h",0,NEGATIVE,0.99570864
7869,Shopping local creates jobs in your community! #shop local you'll love it! @SteveDoocy @nj1015 @njdotcom https://t.co/WOnnDxoZBI,1,POSITIVE,0.99870676
7870,"""Top Republicans must reject the ridiculous notion that a national election can be 'rigged'."" This quote is from an OCT 18th NY Times op-ed.",0,NEGATIVE,0.9929344
7871,"In a year of fantastic political cons, Jill Stein draining $7 million from liberals for basically no outcome really stands out.",0,NEGATIVE,0.9988842
7872,.@Franklin_Graham: I say Merry Christmas and not Happy Holiday because Christmas is about 'Christ' https://t.co/sVoK1l03C2,0,NEGATIVE,0.9927506
7873,John Podesta orders special intelligence briefing before the Electoral College vote https://t.co/QxWFQ0jXHC,0,NEGATIVE,0.9739454
7874,.@AmbJohnBolton Suggests Russian Hacking Could Be a 'False Flag' Operation @foxandfriends https://t.co/reVC6reTlX https://t.co/guPnu29wol,0,NEGATIVE,0.99784184
7875,So they put out all the bad info they had on one side but gave other side a complete pass - are we talking about Russian Intel or US media?,0,NEGATIVE,0.9989805
7876,@SteveDoocy I thought this was worth sharing. https://t.co/kupn9EDTFl,1,POSITIVE,0.9978419
7877,Please to get this law passed: New law would increase survivor benefits for fallen Guardsmen and reservists https://t.co/WFlQ2GBVCB,1,POSITIVE,0.99838686
7878,@VerneLundquist3 Bravo to a great career!,1,POSITIVE,0.99880445
7879,".@KellyannePolls: The Biggest 'Fake News' Was That Trump Couldn't Win w/ @PeteHegseth @SteveDoocy @ainsleyearhardt 
https://t.co/C4Y4vprV6E https://t.co/eAoAI4Yt9j",0,NEGATIVE,0.99452543
7880,Talking to whistleblower Brandon Coleman @PeteHegseth got an interesting response to his question about the VA https://t.co/fdlLZ7RsrH,1,POSITIVE,0.9973961
7881,@BlasphemyCandy1 @realDonaldTrump @dmartosko @KidRock @KidRock is MY favorite...,1,POSITIVE,0.9978778
7882,"Justin Timberlake, Bruno Mars for @realDonaldTrump inauguration? https://t.co/W3FtKT0qvp",1,POSITIVE,0.99664706
7883,.@SheriffClarke: All Cop Killers Should Get the Death Penalty @foxandfriends https://t.co/UL4W3VBedp https://t.co/Spna8nIse2,0,NEGATIVE,0.9907195
7884,".@JudgeNap: Obama's First Political Scandal May Also Be His Last w/ @SteveDoocy
https://t.co/tXVDe61tLK https://t.co/LPapbuDRSu",0,NEGATIVE,0.99379647
7885,Lawsuit Seeks FBI's Notes From Obama Interview in Blagojevich Investigation @foxandfriends @Judgenap @SteveDoocy https://t.co/h0ABbY80c3,0,NEGATIVE,0.99765545
7886,@rejerome looks like it!,1,POSITIVE,0.99659586
7887,"Kyle Beaman, 10 year employee at Rexnord: ""Devastating"" that we must train replacements who will be taking our jobs https://t.co/jHOqN2Muwr",0,NEGATIVE,0.9941818
7888,"@JimmyJohnsonFW thank you, Jim!",1,POSITIVE,0.9987839
7889,@SteveMEllis wait....WHAT?!?,0,NEGATIVE,0.99903095
7890,"Great day to pickup a Christmas 🎄 here pictured mid-lift, I remember it being lighter last… https://t.co/KCV5vjfe7a",1,POSITIVE,0.99875903
7891,Last night @realDonaldTrump kicked off with a THANK YOU tour. Didn't President Obama kick off with an APOLOGY tour?,1,POSITIVE,0.9939955
7892,"I hope Trump doesn't run for re-election, because that way we can get Mad Dog 2020.",0,NEGATIVE,0.9983125
7893,@sandylucky13 daughter Sally!,1,POSITIVE,0.99777496
7894,Is that a trend? https://t.co/7ntRKHHOEH,1,POSITIVE,0.9628138
7895,"Wait, that's not what I heard on those other channels... https://t.co/RvcYLKBWKB",0,NEGATIVE,0.9973225
7896,Nice job on the tree Mrs. Doocy! 🎄#ready4christmas 2016 https://t.co/uUrGHNbi6X,1,POSITIVE,0.99873024
7897,WMATA's SafeTrack to be Examined by Subcommittee on Government Operations this Friday at 9 a.m. ET https://t.co/VFxP623mBa,0,NEGATIVE,0.9221364
7898,Everyone should read this fantastic NYT story about the burst of hope many Carrier workers felt on election night: https://t.co/AN3w7eWBJj,1,POSITIVE,0.9986945
7899,"I know Obama will never invite him to the White House, but our governor @JohnKasich should invite him to the governor's mansion as a #HERO https://t.co/VxILOZGpw0",1,POSITIVE,0.97141737
7900,Gov. @GregAbbott_TX says he will sign law to forbid sanctuary cities https://t.co/EoRwMJBNUs https://t.co/ejLkCNuVdN,1,POSITIVE,0.98877203
7901,@Jakeho @Varneyco he looked like he needed a scratching...,0,NEGATIVE,0.9981616
7902,‘What a hero looks like’: OSU Police name officer who killed attack suspect https://t.co/MzUN8n5giA,1,POSITIVE,0.9973115
7903,Hey it's @timtebow Check out his new book #Shaken #excellent @ Fox and Friends @ Fox News Channel https://t.co/B0SavgEkv3,1,POSITIVE,0.998584
7904,"Dow up 760-plus points since Trump election. Don't know if he gets the credit, but he'd get the blame if it had dropped by that much",1,POSITIVE,0.99789536
7905,"@RgColby1023 Ryan, you are correct! Best to your family...",1,POSITIVE,0.9983196
7906,"Thank you to everybody who made our Thanksgiving dinners, my wife Kathy was in the kitchen 5… https://t.co/lOkOxkzUgp",1,POSITIVE,0.99871504
7907,Awful cold but @sallydoocy joined me on the paddle board court to work off the 7500 calories… https://t.co/eA4Iff0Y4E,1,POSITIVE,0.9966732
7908,Breakfast Thanksgiving 2016 RIGHT NOW! #pumpkinpie https://t.co/0M360xaRrg,1,POSITIVE,0.9984038
7909,Having the same loss of memory here... https://t.co/aoFWlGPPn9,0,NEGATIVE,0.99825037
7910,"Air Force One arrives at Andrews AFB, Washington DC, with two Presidents aboard, this hour 1963: https://t.co/UlHLidQNaa",1,POSITIVE,0.9951233
7911,"@73boston3 label says COLE HAAN, very warm!",1,POSITIVE,0.99849904
7912,Sessions' Former Counsel Rejects Charges of Racism Against Trump's AG Pick @SteveDoocy @foxandfriends https://t.co/5NQFhS4DLk https://t.co/8ODRlvUDAI,0,NEGATIVE,0.9795205
7913,"Finally a New Jersey driver that's not texting behind the wheel! @ Franklin Lakes, New Jersey https://t.co/XIMLuRS191",1,POSITIVE,0.9950734
7914,"Thanks, Mother Nature for the surprise snow! I didn't want to rake leaves today anyway... https://t.co/wxgZ8JRUBY",1,POSITIVE,0.99870175
7915,"I went to a political lecture last night, and a musical broke out",1,POSITIVE,0.99826163
7916,"For the record, Alexander Hamilton was an immigration hawk who endorsed the Alien and Sedition Acts and wanted to deport troublemakers.",0,NEGATIVE,0.9913271
7917,Abraham Lincoln spoke at Gettysburg today 1863--draft of his closing words: https://t.co/p6hDaFAtL9,1,POSITIVE,0.9959232
7918,"Wait, the Froot Loops maker is doing what? https://t.co/uRx7pCG4HU",0,NEGATIVE,0.9986311
7919,@JimKelly66 @Simone_Biles she was on the show yesterday,1,POSITIVE,0.99499196
7920,@tbreidsr I think so...,1,POSITIVE,0.9936225
7921,".@HarveyLevinTMZ previews his “OBJECTified” special about @realDonaldTrump to @edhenry @ainsleyearhardt @SteveDoocy 
https://t.co/4i00f2dhl2 https://t.co/Mqg8LQyfaq",0,NEGATIVE,0.99572206
7922,AWESOME chatting with inspirational @Simone_Biles #TeamUSA Olympic gold medalist and now AUTHOR… https://t.co/dVxCX55ucD,1,POSITIVE,0.99871117
7923,Is this a good point? https://t.co/EVbyS5RVcs,0,NEGATIVE,0.9817899
7924,"WATCH: @ainsleyearhardt reads excerpts from her new book 'Take Heart, My Child' https://t.co/S8sYcCeG2T https://t.co/Znu4tdE0kU",1,POSITIVE,0.9973726
7925,"If this isn’t a wakeup call for the left-wing media to stay out of politics, I don’t know what is. https://t.co/TZQcuIfDn7",0,NEGATIVE,0.9929877
7926,"Meet @ainsleyearhardt family and learn about her new book, w/ @PeteHegseth @kilmeade 
https://t.co/6v8bZe9DgV
More:
https://t.co/B9zi2c0Egh https://t.co/ssLoe6sx4l",1,POSITIVE,0.9984727
7927,.@AsraNomani: Donald Trump is not a racist or an Islamophobe. https://t.co/9WL5N4ym8K,1,POSITIVE,0.9942573
7928,The SUPER MOON! 🌙 https://t.co/dzzqICbaxe,1,POSITIVE,0.99843496
7929,After months covering the candidates @pdoocy and I played golf and he reminded me how far he can… https://t.co/4DPM1YuElS,1,POSITIVE,0.9985301
7930,"Isn't funny how Hillary &amp; Obama kept banging on about a ""peaceful transition,"" yet as soon as the riots started they went completely silent.",0,NEGATIVE,0.9993265
7931,@JacksonGarry @SheppSmith @DanaPerino @YouTube very hard to watch,0,NEGATIVE,0.99938464
7932,Her son voted Trump in a school election and she kicked him out? If true it's one of the saddest things ever https://t.co/HY5wKBRaFU,0,NEGATIVE,0.9982905
7933,"In a further blow to Democrats, Republicans increase their hold on state governments https://t.co/49WVCKsaUa",0,NEGATIVE,0.9968059
7934,"@JoeConchaTV @FoxNews Clever, Joe!",1,POSITIVE,0.9967342
7935,Dion Alexander needs a TV show #awesome https://t.co/U5PfZtFz2X,1,POSITIVE,0.99759877
7936,"Black votes in Florida:

Obama '12: 1,047,000
Clinton '16: 1,104,000
Change: +57,000

Romney '12: 44,000
Trump '16: 105,000
Change: +61,000",1,POSITIVE,0.99772805
7937,...and she wasn't kidding...right? https://t.co/midQgPZfAY,0,NEGATIVE,0.9851167
7938,"Given the @Grubhub CEO's anti-Trump rant, today what will people do with the #Grubhub app?",0,NEGATIVE,0.99922025
